label_id	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	n_pixels	annotationColor
1.0	10.88	13.83	8.11	5.78	8.56	1.36	16.94	19.28	13.65	23409410	255-255-0-0
