label_id	source	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	n_pixels	annotationColor
1.0	Chromosomes	11.52	11.92	8.09	8.53	9.38	3.7	14.78	14.58	12.03	13061600	0-0-255-255
