label_id	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	n_pixels	annotationColor
1.0	11101.17330675242	14304.864347555445	7797.346939139268	6016.0	9072.0	2096.0	16624.0	19008.0	12912.0	5834764.0	0-185-94-255
