label_id	source	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	n_pixels	annotationColor
2.0	Starch1	7.42	13.87	8.63	6.21	12.51	7.15	8.37	15.31	9.89	141839	255-255-255-255
3.0	Starch2	15.31	14.29	7.43	14.21	13.12	6.29	16.54	15.68	8.85	146597	255-255-255-222
